CustomerID,Recency,Frequency,Monetary,Cluster_Id,Cluster_Id_K5
12438.0,13,2,381.70000000000005,0,0
12441.0,366,1,40.71,1,1
12442.0,2,1,40.08,0,4
12444.0,20,5,1119.13,2,3
12445.0,21,1,31.95,0,4
12446.0,57,1,248.1,0,4
12447.0,242,1,92.93,1,1
12448.0,43,1,130.94,0,4
12449.0,21,4,705.69,0,0
12450.0,155,2,12.94,1,4
12451.0,10,5,867.3299999999999,2,3
12452.0,16,2,98.67,0,4
12453.0,133,1,102.91,0,4
12454.0,55,1,109.23,0,4
12455.0,72,6,285.6,0,0
12456.0,43,3,453.07000000000005,0,0
12457.0,65,7,332.13999999999993,0,0
12458.0,70,2,164.4,0,4
12461.0,93,2,149.06,0,4
12462.0,18,2,290.74999999999994,0,4
12463.0,52,4,252.60999999999999,0,0
12464.0,9,8,343.15,0,0
12465.0,16,2,129.72,0,4
12468.0,187,2,133.57000000000002,1,1
12471.0,1,30,1978.17,2,2
12472.0,31,7,812.81,2,3
12473.0,28,5,1398.42,2,3
12474.0,16,18,1215.04,2,2
12475.0,53,1,105.88000000000001,0,4
12476.0,15,11,1125.63,2,3
12477.0,22,6,1314.96,2,3
12478.0,3,1,163.36,0,4
12479.0,10,1,82.73000000000002,0,4
12480.0,27,4,482.7,0,0
12481.0,22,10,741.0500000000001,2,3
12483.0,16,8,389.86,0,0
12484.0,32,6,1081.63,2,3
12488.0,9,3,205.40999999999994,0,4
12489.0,335,1,88.62,1,1
12490.0,4,10,659.75,2,3
12491.0,38,1,87.80000000000001,0,4
12492.0,62,2,66.95000000000002,0,4
12493.0,165,2,94.80000000000001,1,1
12494.0,15,7,297.38999999999993,0,0
12497.0,81,1,28.84,0,4
12498.0,20,3,96.55000000000003,0,4
12500.0,22,11,343.8500000000001,2,3
12501.0,336,1,359.48999999999995,1,1
12502.0,95,5,944.51,2,3
12504.0,17,2,81.10000000000001,0,4
12506.0,232,1,73.50000000000001,1,1
12507.0,133,3,102.12,0,4
12508.0,25,2,118.71000000000001,0,4
12509.0,283,1,38.95,1,1
12510.0,142,2,140.69,0,4
12512.0,65,2,87.7,0,4
12513.0,112,1,76.32,0,4
12514.0,266,1,168.13999999999996,1,1
12515.0,352,1,108.5,1,1
12516.0,77,2,70.87,0,4
12517.0,27,5,668.1800000000001,0,0
12518.0,0,5,351.80999999999995,0,0
12519.0,63,1,53.84,0,4
12520.0,78,5,499.84000000000003,0,0
12521.0,142,1,113.84,1,4
12522.0,38,2,60.01,0,4
12523.0,18,11,523.1600000000001,2,3
12524.0,8,8,420.06,0,0
12526.0,0,3,238.11999999999998,0,0
12527.0,81,3,52.730000000000004,0,4
12528.0,8,6,504.8900000000001,0,0
12530.0,59,4,256.44,0,0
12531.0,14,1,64.76,0,4
12532.0,29,1,59.17,0,4
12534.0,130,1,191.22999999999996,0,4
12535.0,91,2,151.34999999999997,0,4
12538.0,28,1,76.51000000000002,0,4
12539.0,21,4,1140.19,2,3
12540.0,19,17,1838.8900000000003,2,2
12541.0,29,3,188.02,0,4
12544.0,35,1,78.02000000000001,0,4
12545.0,74,2,201.19,0,4
12546.0,46,2,220.75,0,4
12547.0,197,2,63.6,1,1
12548.0,165,1,33.6,1,1
12550.0,78,1,176.15,0,4
12551.0,357,1,16.8,1,1
12552.0,38,2,182.31,0,4
12553.0,7,10,611.1299999999999,2,3
12556.0,49,2,322.14,0,4
12557.0,15,5,71.83000000000001,0,0
12558.0,7,1,13.75,0,4
12559.0,310,2,74.53,1,1
12560.0,4,3,299.91,0,0
12561.0,302,1,47.43,1,1
12562.0,7,7,535.62,0,0
12564.0,260,1,117.10000000000001,1,1
12565.0,288,1,21.16,1,1
12566.0,85,1,74.17,0,4
12567.0,22,10,1520.18,2,2
12571.0,39,2,44.89999999999999,0,4
12572.0,8,2,253.66999999999996,0,4
12573.0,226,1,58.70000000000001,1,1
12574.0,315,1,57.2,1,1
12576.0,35,5,211.59999999999997,0,0
12577.0,34,3,263.86999999999995,0,0
12578.0,20,2,359.9,0,0
12579.0,77,1,96.82,0,4
12580.0,246,1,62.58000000000001,1,1
12581.0,39,1,43.39,0,4
12582.0,238,2,115.10000000000001,1,1
12583.0,2,15,766.5899999999999,2,3
12584.0,3,9,718.5000000000001,2,3
12585.0,233,2,301.3599999999999,1,1
12586.0,16,1,46.1,0,4
12587.0,7,1,46.24,0,4
12588.0,38,1,95.8,0,4
12589.0,28,2,157.6,0,4
12590.0,210,2,717.22,1,1
12591.0,316,1,98.3,1,1
12592.0,91,2,59.6,0,4
12593.0,108,3,55.7,0,4
12594.0,37,10,356.73,2,3
12596.0,50,2,118.95000000000002,0,4
12597.0,18,4,812.0699999999999,2,3
12598.0,9,8,375.22,0,0
12599.0,28,7,185.76999999999998,0,0
12600.0,28,10,350.32000000000005,2,3
12601.0,189,5,182.31,1,1
12602.0,58,1,23.65,0,4
12603.0,21,1,28.95,0,4
12604.0,78,2,41.46,0,4
12607.0,59,1,217.92999999999998,0,4
12609.0,77,3,211.07,0,4
12610.0,22,5,532.6199999999999,0,0
12611.0,51,1,173.88,0,4
12612.0,73,1,84.34,0,4
12613.0,56,5,439.51,0,0
12614.0,277,1,112.19999999999999,1,1
12615.0,1,4,324.41,0,0
12616.0,94,2,122.25,0,4
12617.0,28,1,79.92999999999999,0,4
12618.0,21,1,73.02,0,4
12619.0,15,9,635.09,2,3
12620.0,14,3,197.6,0,4
12621.0,1,20,1350.7,2,2
12622.0,231,1,63.13,1,1
12623.0,275,1,47.31999999999999,1,1
12624.0,105,2,147.14000000000001,0,4
12625.0,211,2,186.74000000000004,1,1
12626.0,22,9,829.39,2,3
12627.0,10,7,675.7199999999999,2,3
12628.0,3,3,147.24,0,4
12630.0,9,2,287.13,0,4
12631.0,56,1,140.65000000000003,0,4
12633.0,58,4,324.3499999999999,0,0
12635.0,89,2,254.73000000000002,0,4
12637.0,66,8,1036.74,2,3
12638.0,32,1,99.84,0,4
12639.0,238,1,108.2,1,1
12640.0,23,3,303.0,0,0
12641.0,114,1,69.64999999999999,0,4
12642.0,24,3,168.75999999999996,0,4
12643.0,127,6,124.51,0,0
12644.0,129,1,86.94000000000003,0,4
12645.0,33,4,190.60999999999999,0,0
12646.0,4,2,107.42,0,4
12647.0,21,12,665.3600000000001,2,3
12648.0,154,1,66.62,1,4
12649.0,106,3,83.61,0,4
12650.0,2,1,38.69,0,4
12651.0,334,1,20.2,1,1
12652.0,330,1,139.07,1,1
12653.0,148,2,111.40999999999998,1,4
12654.0,10,5,167.98000000000002,0,0
12656.0,16,5,560.63,0,0
12657.0,10,4,237.10999999999996,0,0
12658.0,18,1,148.12,0,4
12659.0,29,1,26.54,0,4
12660.0,10,1,50.25,0,4
12662.0,0,11,737.49,2,3
12664.0,7,9,410.14,2,0
12665.0,324,1,20.5,1,1
12667.0,57,1,119.60000000000001,0,4
12668.0,11,4,556.82,0,0
12669.0,150,3,1387.8799999999999,2,3
12670.0,9,5,297.69999999999993,0,0
12672.0,329,1,37.900000000000006,1,1
12673.0,4,2,122.99000000000001,0,4
12674.0,38,4,268.14,0,0
12676.0,24,6,316.2699999999999,0,0
12678.0,41,12,1081.52,2,3
12679.0,58,4,192.2,0,0
12680.0,0,4,189.17,0,0
12681.0,14,22,2011.56,2,2
12682.0,3,31,1968.83,2,2
12683.0,3,15,935.3900000000001,2,3
12684.0,7,7,266.28000000000003,0,0
12685.0,27,6,482.15,0,0
12686.0,371,1,22.810000000000002,1,1
12688.0,113,1,705.3299999999999,0,0
12689.0,25,2,205.34,0,4
12690.0,205,1,88.43,1,1
12691.0,27,6,161.14999999999998,0,0
12693.0,126,4,212.17,0,4
12694.0,69,2,144.35999999999999,0,4
12695.0,6,4,129.20999999999998,0,4
12697.0,28,3,206.13,0,4
12700.0,7,4,702.13,0,0
12701.0,79,2,163.81,0,4
12702.0,19,1,65.30000000000001,0,4
12703.0,70,1,55.400000000000006,0,4
12704.0,6,8,565.7,2,3
12705.0,14,9,955.5799999999999,2,3
12707.0,291,1,106.80999999999999,1,1
12708.0,29,10,677.6800000000001,2,3
12709.0,14,15,691.4100000000001,2,3
12710.0,96,3,209.32000000000002,0,4
12712.0,28,13,848.5300000000001,2,3
12713.0,0,1,95.13,0,4
12714.0,8,5,619.5,0,0
12715.0,105,1,71.44,0,4
12716.0,3,2,183.93999999999997,0,4
12717.0,150,2,256.85,0,4
12718.0,70,1,51.72,0,4
12719.0,4,2,142.15000000000003,0,4
12720.0,2,25,956.3599999999999,2,2
12721.0,31,6,494.23,0,0
12722.0,84,4,191.87,0,4
12723.0,3,5,220.96,0,0
12724.0,4,4,197.22000000000006,0,0
12725.0,370,1,98.50000000000001,1,1
12726.0,27,7,261.23,0,0
12727.0,10,7,447.17999999999995,0,0
12728.0,70,4,214.78999999999996,0,0
12729.0,113,1,96.24000000000001,0,4
12731.0,23,12,916.85,2,3
12732.0,179,1,42.27,1,1
12733.0,233,1,74.2,1,1
12734.0,352,1,4.74,1,1
12735.0,314,2,232.89999999999998,1,1
12736.0,332,1,22.32,1,1
12738.0,371,1,43.45,1,1
12739.0,77,2,152.32,0,4
12740.0,63,1,55.99999999999999,0,4
12743.0,133,2,407.16999999999996,0,4
12747.0,1,11,449.88999999999993,2,3
12749.0,3,5,994.9899999999999,2,3
12750.0,128,1,69.3,0,4
12752.0,80,1,121.59,0,4
12753.0,22,6,460.4599999999999,0,0
12754.0,235,3,70.88,1,1
12755.0,280,2,20.099999999999998,1,1
12756.0,86,1,2.97,0,4
12758.0,116,2,164.96,0,4
12759.0,51,3,305.47,0,0
12762.0,7,2,188.79000000000002,0,4
12763.0,137,2,31.889999999999997,0,4
12764.0,316,1,242.43999999999997,1,1
12766.0,3,7,951.95,2,3
12769.0,238,1,142.60000000000002,1,1
12770.0,210,1,31.499999999999996,1,1
12772.0,59,1,203.54000000000002,0,4
12775.0,16,5,256.12,0,0
12778.0,19,6,175.47,0,0
12779.0,37,8,544.5,2,3
12781.0,63,2,78.27,0,4
12782.0,4,5,391.96000000000004,0,0
12783.0,1,6,1027.1999999999998,2,3
12784.0,8,2,165.29,0,4
12785.0,363,1,67.6,1,1
12787.0,9,3,79.96000000000001,0,4
12789.0,64,1,91.85000000000001,0,4
12790.0,191,1,82.92,1,1
12791.0,373,1,16.85,1,1
12792.0,256,1,87.74,1,1
12793.0,334,2,93.84,1,1
12794.0,52,2,93.47000000000003,0,4
12795.0,18,1,107.73,0,4
12797.0,365,1,66.87,1,1
12798.0,9,3,8.379999999999999,0,4
12802.0,186,1,63.0,1,1
12808.0,36,3,113.29,0,4
12809.0,177,1,110.22999999999999,1,1
12811.0,260,3,127.80000000000001,1,1
12812.0,44,1,31.03,0,4
12814.0,101,1,41.79,0,4
12815.0,147,2,253.86999999999998,0,4
12816.0,95,2,256.15,0,4
12817.0,280,1,48.29,1,1
12818.0,261,1,94.57000000000001,1,1
12820.0,2,4,112.38000000000001,0,4
12821.0,213,1,14.99,1,1
12822.0,70,2,123.85999999999999,0,4
12823.0,74,5,38.25,0,4
12824.0,59,1,63.39,0,4
12826.0,2,7,175.42000000000004,0,0
12827.0,5,3,71.7,0,4
12828.0,2,6,173.04000000000002,0,0
12829.0,336,2,114.05,1,1
12830.0,37,6,41.279999999999994,0,0
12831.0,261,1,27.599999999999998,1,1
12832.0,31,2,79.08000000000001,0,4
12833.0,144,1,130.58999999999997,1,4
12834.0,282,1,88.09,1,1
12836.0,58,4,750.3699999999999,0,0
12837.0,172,1,80.95000000000002,1,1
12838.0,33,2,285.3299999999999,0,4
12839.0,2,14,602.95,2,3
12840.0,143,4,230.00999999999996,0,4
12841.0,4,25,1005.97,2,2
12842.0,69,2,147.22999999999996,0,4
12843.0,65,8,361.8599999999999,0,0
12844.0,28,2,136.82,0,4
12845.0,266,4,75.33999999999999,1,1
12847.0,21,1,121.87,0,4
12849.0,30,2,147.61999999999998,0,4
12851.0,96,1,97.33000000000001,0,4
12852.0,294,1,62.05,1,1
12853.0,134,6,331.53999999999996,0,0
12854.0,78,3,305.21,0,0
12855.0,372,1,4.65,1,1
12856.0,7,6,798.63,2,3
12857.0,210,2,190.54999999999995,1,1
12863.0,51,1,16.869999999999997,0,4
12864.0,137,1,1.9699999999999998,1,4
12865.0,25,2,296.32,0,4
12866.0,282,1,114.81,1,1
12867.0,25,7,716.26,2,3
12868.0,185,6,279.45,1,1
12871.0,83,2,23.22,0,4
12872.0,326,2,164.70999999999998,1,1
12873.0,281,1,16.150000000000002,1,1
12875.0,142,2,0.34,1,4
12876.0,57,2,191.63000000000008,0,4
12877.0,3,12,292.42999999999995,2,3
12878.0,235,2,95.53,1,1
12879.0,44,3,18.32,0,4
12881.0,275,1,230.79999999999998,1,1
12882.0,8,2,83.69,0,4
12883.0,24,4,248.92999999999998,0,0
12884.0,87,1,111.89,0,4
12885.0,62,3,255.11,0,4
12886.0,67,2,305.0899999999999,0,4
12888.0,213,2,29.48,1,1
12890.0,23,1,148.66,0,4
12891.0,185,3,1.1,1,1
12893.0,30,1,75.16999999999999,0,4
12895.0,41,2,70.9,0,4
12897.0,204,2,10.8,1,1
12901.0,8,28,170.09999999999997,2,2
12902.0,264,1,56.19,1,1
12904.0,17,2,222.12,0,4
12906.0,11,5,160.76999999999995,0,0
12908.0,175,2,1.25,1,1
12909.0,39,5,615.5200000000001,0,0
12910.0,22,8,156.95999999999998,0,0
12912.0,2,5,65.26,0,0
12913.0,4,5,146.23999999999998,0,0
12915.0,148,2,149.35,1,4
12916.0,138,4,441.55000000000007,0,0
12917.0,127,1,9.9,0,4
12919.0,7,6,130.21999999999997,0,0
12920.0,16,1,107.55000000000001,0,4
12922.0,160,1,45.57999999999999,1,1
12923.0,63,1,85.16000000000001,0,4
12924.0,87,4,95.65,0,4
12925.0,4,2,103.96000000000001,0,4
12928.0,34,5,163.17999999999998,0,0
12929.0,311,1,56.95,1,1
12930.0,77,2,74.86999999999999,0,4
12931.0,21,15,139.54,2,3
12933.0,23,3,280.58,0,0
12935.0,1,7,262.17,0,0
12936.0,16,4,126.06,0,4
12937.0,14,4,284.6,0,0
12938.0,25,1,11.44,0,4
12939.0,63,8,112.96000000000001,0,0
12940.0,54,2,378.25,0,0
12942.0,130,3,310.34,0,4
12944.0,35,2,95.66,0,4
12945.0,287,1,113.85000000000001,1,1
12947.0,143,6,317.21999999999997,0,0
12948.0,15,7,340.2,0,0
12949.0,30,8,618.9100000000001,2,3
12950.0,1,3,31.950000000000003,0,4
12951.0,8,6,189.38,0,0
12952.0,5,4,320.95000000000005,0,0
12953.0,9,1,113.0,0,4
12955.0,0,11,304.18999999999994,2,3
12956.0,305,1,82.94000000000001,1,1
12957.0,9,8,670.5799999999999,2,3
12962.0,6,2,47.769999999999996,0,4
12963.0,7,8,313.00999999999993,0,0
12965.0,88,1,399.36,0,4
12966.0,9,1,34.23,0,4
12967.0,357,2,123.04999999999998,1,1
12968.0,111,1,16.45,0,4
12970.0,6,4,306.65,0,0
12974.0,197,1,61.599999999999994,1,1
12976.0,211,1,33.76,1,1
12977.0,155,1,38.07,1,1
12980.0,157,9,318.09,0,0
12981.0,29,2,32.47,0,4
12982.0,242,1,51.74000000000001,1,1
12984.0,18,1,15.399999999999999,0,4
12985.0,0,2,145.49,0,4
12987.0,73,2,171.1,0,4
12988.0,291,1,378.14,1,1
12989.0,2,15,204.26,2,3
12990.0,30,3,26.64999999999999,0,4
12991.0,22,2,71.51,0,4
12993.0,22,4,57.720000000000006,0,4
12994.0,3,3,256.96,0,0
12995.0,84,1,5.87,0,4
12997.0,21,4,194.35999999999999,0,0
12999.0,195,3,71.38000000000001,1,1
13000.0,106,3,93.39000000000001,0,4
13001.0,3,13,820.3399999999999,2,3
13002.0,317,1,19.75,1,1
13003.0,105,3,13.5,0,4
13004.0,11,18,812.51,2,2
13005.0,173,2,133.05,1,1
13006.0,55,1,21.18,0,4
13008.0,322,1,24.279999999999994,1,1
13011.0,371,1,12.65,1,1
13012.0,8,8,287.64,0,0
13013.0,0,13,692.8000000000001,2,3
13014.0,10,10,572.8200000000002,2,3
13015.0,52,5,886.26,2,3
13016.0,72,3,149.14,0,4
13017.0,6,1,4.25,0,4
13018.0,15,28,998.54,2,2
13021.0,3,9,499.40999999999997,2,3
13023.0,63,2,182.1,0,4
13026.0,0,5,27.03,0,4
13027.0,113,6,10.400000000000002,0,4
13028.0,22,2,45.63,0,4
13029.0,30,3,73.88,0,4
13030.0,10,2,314.81,0,0
13032.0,51,2,271.18,0,4
13033.0,356,1,29.049999999999997,1,1
13034.0,54,2,87.77,0,4
13035.0,73,2,49.190000000000005,0,4
13037.0,137,3,183.43,0,4
13038.0,79,3,77.23,0,4
13040.0,8,2,120.57,0,4
13043.0,272,1,73.83999999999999,1,1
13044.0,290,1,107.54,1,1
13045.0,98,1,28.27,0,4
13046.0,30,2,214.99999999999997,0,4
13047.0,31,10,676.31,2,3
13048.0,13,4,249.18,0,0
13049.0,63,2,55.06999999999999,0,4
13050.0,14,17,1204.52,2,2
13052.0,211,1,59.290000000000006,1,1
13055.0,77,3,187.79999999999998,0,4
13058.0,24,3,46.599999999999994,0,4
13059.0,249,1,41.75,1,1
13060.0,253,1,59.74,1,1
13061.0,71,1,34.03,0,4
13062.0,190,1,75.01,1,1
13064.0,12,4,245.30999999999997,0,0
13065.0,372,1,73.11000000000001,1,1
13066.0,23,2,152.32,0,4
13067.0,81,1,57.900000000000006,0,4
13068.0,9,2,3.44,0,4
13069.0,0,24,724.95,2,2
13070.0,191,1,18.72,1,1
13072.0,266,1,23.45,1,1
13075.0,129,1,44.870000000000005,0,4
13077.0,0,4,196.65000000000003,0,0
13078.0,2,26,1416.76,2,2
13079.0,3,5,25.0,0,4
13080.0,178,1,3.47,1,1
13082.0,125,9,216.72,0,0
13083.0,3,2,61.32,0,4
13085.0,157,2,88.08000000000001,1,1
13090.0,8,14,702.8499999999999,2,3
13091.0,27,1,20.86,0,4
13092.0,70,5,125.45,0,0
13093.0,275,8,520.51,1,1
13094.0,20,12,30.060000000000002,0,0
13095.0,70,1,4.16,0,4
13097.0,32,10,1795.2600000000002,2,2
13098.0,0,28,1578.79,2,2
13099.0,98,1,0.72,0,4
13101.0,233,1,23.74,1,1
13102.0,0,24,784.94,2,2
13103.0,39,1,31.74,0,4
13104.0,2,6,43.43000000000001,0,0
13106.0,132,1,4.25,0,4
13107.0,43,4,102.16,0,4
13108.0,372,1,17.520000000000003,1,1
13109.0,59,2,124.39,0,4
13110.0,30,7,686.78,2,3
13113.0,0,24,690.4099999999999,2,2
13115.0,11,4,305.34000000000003,0,0
13116.0,137,1,135.65,0,4
13117.0,21,8,185.01,0,0
13118.0,19,5,283.4799999999999,0,0
13120.0,238,1,2.55,1,1
13121.0,268,1,84.44,1,1
13122.0,93,2,145.01,0,4
13124.0,89,3,781.02,0,0
13126.0,4,8,294.02,0,0
13127.0,77,1,43.28000000000001,0,4
13130.0,93,1,4.5,0,4
13131.0,22,3,137.10999999999999,0,4
13132.0,261,1,14.8,1,1
13133.0,273,2,37.4,1,1
13134.0,85,4,305.09,0,0
13135.0,196,1,0.72,1,1
13136.0,55,5,361.18,0,0
13137.0,10,8,1348.33,2,3
13138.0,21,6,177.76,0,0
13139.0,15,7,602.01,2,3
13140.0,107,3,135.64,0,4
13141.0,84,5,297.33000000000004,0,0
13142.0,18,1,68.93,0,4
13144.0,332,1,18.65,1,1
13145.0,39,4,310.26,0,0
13146.0,25,1,34.46,0,4
13147.0,9,4,19.8,0,4
13148.0,28,12,1106.21,2,3
13149.0,13,4,247.83999999999995,0,0
13151.0,295,1,421.01,1,1
13153.0,5,1,19.17,0,4
13155.0,32,4,247.51999999999998,0,0
13157.0,48,4,162.54999999999998,0,4
13158.0,94,4,158.83999999999995,0,4
13159.0,8,4,330.59000000000003,0,0
13160.0,21,1,12.100000000000001,0,4
13161.0,312,1,38.9,1,1
13162.0,121,4,115.55000000000003,0,4
13165.0,45,2,33.64,0,4
13166.0,282,1,98.05,1,1
13167.0,18,4,191.64000000000001,0,0
13168.0,35,4,414.65,0,0
13169.0,63,2,49.17,0,4
13170.0,26,1,49.480000000000004,0,4
13171.0,21,3,186.05,0,4
13173.0,3,2,113.81,0,4
13174.0,15,3,1063.67,2,3
13176.0,45,1,199.98000000000002,0,4
13177.0,64,1,59.75,0,4
13178.0,25,11,542.34,2,3
13182.0,44,1,7.54,0,4
13183.0,7,9,191.06999999999996,0,0
13184.0,14,10,332.92999999999995,2,0
13185.0,267,1,5.95,1,1
13186.0,39,3,256.64,0,0
13187.0,336,1,139.32,1,1
13188.0,10,1,19.15,0,4
13189.0,18,2,11.360000000000001,0,4
13192.0,94,2,165.60999999999999,0,4
13193.0,60,1,83.24000000000001,0,4
13194.0,135,1,7.95,0,4
13196.0,10,4,275.86,0,0
13198.0,9,6,537.73,0,0
13200.0,18,4,155.28,0,0
13203.0,9,4,131.33,0,4
13207.0,14,2,18.33,0,4
13208.0,58,6,348.43,0,0
13209.0,29,8,728.0,2,3
13210.0,93,1,33.260000000000005,0,4
13211.0,9,3,80.62,0,4
13212.0,19,3,531.8199999999999,0,0
13213.0,56,5,244.89,0,0
13216.0,267,1,7.24,1,1
13217.0,121,3,9.52,0,4
13218.0,126,1,4.65,0,4
13220.0,77,4,95.17,0,4
13221.0,239,2,330.95,1,1
13223.0,199,2,9.8,1,1
13224.0,59,2,249.93999999999997,0,4
13225.0,2,7,75.53,0,0
13226.0,272,1,43.39,1,1
13227.0,201,1,23.400000000000002,1,1
13228.0,80,1,3.58,0,4
13229.0,225,1,40.60000000000001,1,1
13230.0,3,14,1465.82,2,2
13232.0,12,7,678.3499999999999,2,3
13233.0,73,2,31.730000000000004,0,4
13235.0,211,1,157.42999999999998,1,1
13236.0,24,2,145.23999999999998,0,4
13238.0,16,4,127.42999999999999,0,4
13239.0,261,1,33.410000000000004,1,1
13240.0,95,4,221.99,0,4
13242.0,111,3,27.039999999999992,0,4
13243.0,202,1,209.81,1,1
13244.0,92,1,101.19,0,4
13245.0,50,1,99.7,0,4
13246.0,17,6,261.05,0,0
13247.0,17,4,52.69,0,4
13248.0,124,2,69.87,0,4
13249.0,91,3,78.91000000000001,0,4
13253.0,156,2,41.11,1,1
13255.0,8,2,64.47999999999999,0,4
13256.0,13,1,0.0,0,4
13258.0,11,3,139.22,0,4
13259.0,61,1,200.82999999999996,0,4
13260.0,60,1,39.74,0,4
13261.0,268,2,49.400000000000006,1,1
13262.0,262,1,34.019999999999996,1,1
13265.0,52,5,215.91,0,0
13266.0,10,12,355.84000000000003,2,3
13267.0,2,19,740.77,2,2
13268.0,17,11,684.6200000000001,2,3
13269.0,0,15,804.37,2,3
13270.0,365,1,2.95,1,1
13271.0,36,1,114.88,0,4
13272.0,30,2,80.09,0,4
13273.0,112,1,20.77,0,4
13276.0,63,2,152.93,0,4
13277.0,15,4,11.6,0,4
13278.0,40,1,88.64000000000001,0,4
13279.0,77,1,23.43,0,4
13280.0,121,3,222.73000000000002,0,4
13282.0,17,3,173.01999999999995,0,4
13283.0,59,2,9.15,0,4
13284.0,330,1,57.17,1,1
13285.0,22,4,399.22,0,0
13291.0,155,1,111.9,1,1
13292.0,38,2,115.72999999999999,0,4
13294.0,189,2,199.2,1,1
13295.0,359,1,34.900000000000006,1,1
13296.0,136,1,12.04,0,4
13297.0,7,4,175.69999999999996,0,0
13298.0,0,1,7.5,0,4
13299.0,267,1,23.749999999999996,1,1
13300.0,168,1,47.72999999999999,1,1
13301.0,103,4,213.64999999999998,0,4
13302.0,154,1,12.75,1,1
13304.0,350,1,66.4,1,1
13305.0,3,10,272.33000000000004,0,0
13307.0,119,1,3.75,0,4
13308.0,22,3,163.03,0,4
13309.0,6,5,173.13999999999996,0,0
13310.0,27,3,233.86,0,4
13311.0,3,2,107.14,0,4
13313.0,21,5,166.32000000000005,0,0
13314.0,1,3,197.64999999999998,0,4
13316.0,36,4,217.85000000000002,0,0
13317.0,65,6,496.15000000000003,0,0
13318.0,0,3,57.13999999999999,0,4
13319.0,4,26,1558.41,2,2
13320.0,77,4,192.19,0,4
13321.0,71,2,23.369999999999997,0,4
13322.0,16,1,69.26,0,4
13323.0,2,5,95.55,0,0
13324.0,35,10,208.97,0,0
13325.0,81,1,36.339999999999996,0,4
13327.0,38,8,299.4,0,0
13328.0,315,1,31.92,1,1
13329.0,31,2,38.31,0,4
13330.0,92,3,107.07999999999998,0,4
13332.0,13,1,63.74,0,4
13334.0,81,3,784.1999999999999,0,0
13336.0,76,1,127.62000000000002,0,4
13338.0,157,1,124.93,1,1
13339.0,200,1,282.71999999999997,1,1
13340.0,44,7,369.87,0,0
13341.0,260,1,175.64999999999998,1,1
13343.0,177,1,118.83000000000001,1,1
13344.0,67,3,596.0100000000001,0,0
13345.0,287,1,112.89999999999999,1,1
